user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career,row_type
3cf13eac,MCA,4,"sql, business analysis, jira, tableau, power bi, product management, excel",product strategy,None,online-course,5,business,Business Analyst,pivot_t2
966ffb7c,BSc,4,"statistics, pandas, sql",data engineering,DeepLearning.AI,self-taught,5,data,Data Scientist,natural
b9d9fb42,BTech,7,"ansible, kubernetes, jenkins, docker",cloud infrastructure,Kubernetes CKA,university,7,devops,DevOps Engineer,natural
367950f3,BCA,1,"kotlin, rest apis, git, react native, dart",mobile development,Flutter Certified,university,3,mobile,Mobile Developer,natural
80159009,Diploma,1,"docker, sql, java, nodejs, react native",backend development,None,online-course,0,none,Backend Developer,noise
d87e1f13,MCA,6,"python, mlflow, deep learning, sql, docker",machine learning,None,self-taught,3,ml,ML Engineer,pivot_t3
8e5d5400,BSc,6,"python, sql, excel, google analytics",machine learning,None,university,5,data,Data Analyst,natural
acb4b015,BBA,4,"docker, rest apis, python, nodejs, java, postgresql",backend development,Oracle Java,online-course,5,web,Backend Developer,pivot_t1
b5f0c71a,BSc,5,"statistics, python, sql, tableau, pandas",business intelligence,IBM Data Science,workplace,4,data,Data Scientist,natural
3ca0019a,MBA,4,"react native, flutter, sql, kotlin, firebase",frontend development,Flutter Certified,self-taught,3,mobile,Mobile Developer,pivot_t2
15fffa8d,Diploma,6,"aws, jenkins, kubernetes, ci/cd, terraform",devops,AWS DevOps,workplace,8,devops,DevOps Engineer,pivot_t1
a8b00946,BBA,6,"sql, r, statistics, power bi, business analysis, python",data engineering,Google Data Analytics,self-taught,7,data,Data Scientist,pivot_t1
aaf73c4c,Diploma,3,"figma, javascript, css, react, nodejs",frontend development,None,workplace,5,web,Web Developer,pivot_t3
e244f1f4,BBA,2,"digital marketing, seo, ads",product strategy,Coursera Marketing,online-course,4,marketing,Digital Marketer,natural
d4a42512,MBA,2,"email marketing, google analytics, content writing, seo",product strategy,None,university,5,marketing,Digital Marketer,natural
0745ab56,BBA,3,"android, firebase, kotlin, dart, google analytics",backend development,None,bootcamp,5,mobile,Mobile Developer,noise
15ee3960,MCA,1,"html, javascript, react, git, webpack, machine learning",ux research,Meta Front-End Developer,self-taught,0,none,Web Developer,noise
6c47cf9a,MBA,7,"jira, roadmapping, business analysis, user research, excel",business intelligence,Coursera PM,workplace,4,business,Product Manager,natural
585e96c3,BTech,0,"jenkins, kubernetes, docker, ci/cd, python, prometheus",backend development,Product School PM,bootcamp,0,none,DevOps Engineer,pivot_t3
dd589971,BSc,5,"javascript, android, flutter, react native, swift",backend development,Flutter Certified,self-taught,9,mobile,Mobile Developer,pivot_t1
42acbfcc,MBA,7,"excel, roadmapping, sql, product management",business intelligence,Product School PM,university,3,business,Product Manager,natural
981152b9,BSc,2,"python, data analysis, r, deep learning",data engineering,Coursera ML,university,4,data,Data Scientist,natural
6948b761,MBA,6,"networking, aws, google cloud, kubernetes, docker, azure",cloud infrastructure,Azure Fundamentals,self-taught,6,cloud,Cloud Engineer,pivot_t1
8034c819,MBA,1,"sql, jira, business analysis, power bi",business intelligence,Microsoft Power BI,university,2,business,Business Analyst,natural
4fe5db46,BSc,7,"roadmapping, wireframing, excel, okrs, product management",product strategy,None,self-taught,6,business,Product Manager,pivot_t2
a09cb45f,BCA,4,"mongodb, nodejs, css",devops,freeCodeCamp,workplace,5,web,Full Stack Developer,natural
40fbf1d6,BBA,6,"okrs, roadmapping, data analysis, jira, agile",business intelligence,None,university,3,business,Product Manager,natural
a4d572ea,BSc,10,"kubernetes, linux, machine learning, deep learning, python",devops,Coursera ML,university,10,ml,ML Engineer,natural
dcec2bf9,MBA,4,"jira, excel, business analysis, product management",growth marketing,Coursera PM,university,5,business,Product Manager,natural
f1e345f8,BCA,6,"rest apis, docker, sql",backend development,Oracle Java,university,4,web,Backend Developer,natural
732e4e64,MBA,6,"networking, terraform, docker, kubernetes, python, cloud computing",devops,AWS Solutions Architect,self-taught,4,cloud,Cloud Engineer,pivot_t2
33b0d244,MBA,0,"seo, social media, sql, ads, google analytics, digital marketing",product strategy,Coursera Marketing,online-course,2,marketing,Digital Marketer,natural
edaa1221,BSc,1,"sql, data analysis, power bi, r",machine learning,IBM Data Analyst,university,1,data,Data Analyst,natural
d00eafcf,BBA,0,"ui/ux, wireframing, user research, product management, design systems, jira",ux research,Google UX Design,online-course,1,design,UI/UX Designer,noise
70558cb6,Diploma,4,"linux, docker, ansible, ci/cd",devops,Google Cloud Professional,online-course,6,devops,DevOps Engineer,pivot_t2
0d42cbe1,BBA,8,"wireframing, user research, jira, excel",growth marketing,None,workplace,7,business,Product Manager,natural
a192d55f,Diploma,2,"business analysis, excel, requirements gathering, sql, agile, process mapping",growth marketing,Microsoft Power BI,online-course,6,business,Business Analyst,pivot_t2
264b4cd0,BTech,6,"user research, roadmapping, agile, excel, python, jira, sql",business intelligence,Coursera PM,bootcamp,6,business,Product Manager,pivot_t1
cf64a0cc,BSc,5,"ethical hacking, bash, firewall, networking",cybersecurity,CompTIA Security+,workplace,5,security,Cybersecurity Analyst,natural
80f6b58f,BBA,1,"digital marketing, copywriting, google analytics, email marketing",growth marketing,None,bootcamp,0,none,Digital Marketer,pivot_t3
0d701160,MBA,2,"rest apis, swift, react native, javascript, firebase, excel",mobile development,Apple Swift,self-taught,3,mobile,Mobile Developer,noise
9c44a978,MCA,9,"jira, excel, roadmapping, sql, product management",product strategy,Scrum Master,university,7,business,Product Manager,pivot_t2
e583664b,BCA,4,"python, cybersecurity, networking, ethical hacking",cloud infrastructure,AWS Security,workplace,5,security,Cybersecurity Analyst,pivot_t1
56ff819e,BTech,2,"kubernetes, google cloud, ansible, docker",devops,Google Cloud Professional,university,3,cloud,Cloud Engineer,natural
f78d9c4e,BBA,3,"agile, user research, wireframing, roadmapping, css",business intelligence,Coursera PM,online-course,5,business,Product Manager,noise
f46a6456,BTech,1,"ci/cd, python, linux, git, prometheus, kubernetes",cloud infrastructure,AWS DevOps,university,0,none,DevOps Engineer,natural
260fbba2,BBA,3,"jira, agile, tableau, business analysis, process mapping",product strategy,PMP,workplace,4,business,Business Analyst,natural
3252e2c4,MBA,1,"agile, tableau, jira, sql",growth marketing,PMP,university,0,none,Business Analyst,natural
7eef395c,BCA,0,"figma, css, react, sass",mobile development,None,self-taught,2,web,Web Developer,natural
a83c4ab8,BSc,4,"sql, reporting, google analytics, pandas, power bi, excel",machine learning,None,university,4,data,Data Analyst,natural
900ce329,BSc,2,"feature engineering, pytorch, python, machine learning, kubernetes",devops,Coursera ML,university,3,ml,ML Engineer,natural
6611e2a8,BTech,6,"rest apis, redis, docker, java",devops,None,university,3,web,Backend Developer,natural
94705d02,BCA,6,"cybersecurity, linux, python",cloud infrastructure,None,online-course,3,security,Cybersecurity Analyst,natural
26c2c24c,BSc,7,"figma, html, design systems, wireframing, adobe xd, user research",product strategy,Interaction Design Foundation,self-taught,7,design,UI/UX Designer,pivot_t1
105a11b4,BSc,2,"excel, business analysis, sql, pandas, google analytics",machine learning,Tableau Desktop,university,3,data,Data Analyst,natural
18b8e7d1,MCA,1,"deep learning, tensorflow, mlflow",machine learning,AWS ML Specialty,university,2,ml,ML Engineer,natural
aa2ab698,MBA,1,"ads, google analytics, copywriting, power bi, content writing, digital marketing",product strategy,Coursera Marketing,workplace,2,marketing,Digital Marketer,natural
41575dd8,MCA,1,"rest apis, postgresql, docker, sql",devops,MongoDB Associate,workplace,0,none,Backend Developer,natural
ab9b1e3a,BSc,4,"data analysis, statistics, sql, r, business analysis, tableau",data engineering,Google Data Analytics,university,4,data,Data Analyst,natural
97f0a6bf,Diploma,4,"firebase, kotlin, react native, flutter",backend development,Apple Swift,university,2,mobile,Mobile Developer,natural
06f827d5,Diploma,7,"azure, docker, networking, aws, cloud computing, python",devops,Azure Fundamentals,online-course,6,cloud,Cloud Engineer,pivot_t1
eb7e09a0,BSc,5,"kubernetes, networking, linux, azure, cloud computing, aws",cloud infrastructure,Azure Fundamentals,online-course,4,cloud,Cloud Engineer,pivot_t1
443b897e,BSc,6,"sql, power bi, pandas, data analysis, python",business intelligence,Google Data Analytics,university,3,data,Data Analyst,natural
7a3812bb,BBA,3,"business analysis, product management, roadmapping, excel",business intelligence,PMP,online-course,4,business,Product Manager,natural
1932de7a,MBA,0,"sql, mongodb, nodejs, docker, java, machine learning",devops,MongoDB Associate,university,0,none,Backend Developer,noise
f34efe4d,BCA,2,"html, product management, ui/ux, wireframing, adobe xd, user research",ux research,Interaction Design Foundation,university,3,design,UI/UX Designer,pivot_t2
3f2fc28c,MCA,4,"deep learning, feature engineering, kubernetes, machine learning",machine learning,AWS ML Specialty,university,3,ml,ML Engineer,natural
e3e341ad,MCA,5,"data analysis, python, deep learning",business intelligence,None,online-course,5,data,Data Scientist,natural
8a01422c,BTech,2,"jenkins, terraform, kubernetes",backend development,AWS DevOps,university,2,devops,DevOps Engineer,natural
faff833d,MBA,2,"ethical hacking, firewall, linux",cloud infrastructure,CEH Ethical Hacking,workplace,5,security,Cybersecurity Analyst,natural
789528fc,BTech,4,"cybersecurity, cryptography, networking, linux, python",cybersecurity,CISSP,bootcamp,3,security,Cybersecurity Analyst,pivot_t2
007b7c3a,BSc,2,"python, power bi, data analysis",data engineering,None,bootcamp,4,data,Data Analyst,natural
b93bd6c1,MCA,2,"data analysis, power bi, sql, excel, machine learning, deep learning",machine learning,None,bootcamp,3,data,Data Scientist,natural
deec45ec,BTech,4,"python, git, bash, terraform, docker, kubernetes",cloud infrastructure,Google Cloud Professional,university,3,devops,DevOps Engineer,noise
aae319c4,BBA,5,"okrs, excel, user research, roadmapping, agile",product strategy,None,university,6,business,Product Manager,natural
7c354e31,BTech,7,"terraform, bash, linux, prometheus",backend development,None,university,4,devops,DevOps Engineer,natural
aa7ae8eb,BCA,5,"ethical hacking, cryptography, firewall, cloud computing, cybersecurity",cybersecurity,CompTIA Security+,university,4,security,Cybersecurity Analyst,natural
174ab901,BSc,2,"python, tableau, r, excel",business intelligence,Tableau Desktop,online-course,3,data,Data Analyst,natural
7225a072,BSc,3,"tableau, python, machine learning, sql, deep learning, business analysis",business intelligence,None,university,3,data,Data Scientist,natural
d4d5ecd2,BCA,2,"machine learning, sql, deep learning, kubernetes, python, tensorflow, feature engineering",data engineering,None,online-course,6,ml,ML Engineer,pivot_t2
3eb2c230,BCA,0,"html, linux, javascript, next.js, react, jira",backend development,None,university,1,web,Full Stack Developer,noise
b18efe2a,BBA,6,"kubernetes, docker, aws, python, google cloud",backend development,AWS DevOps,online-course,9,cloud,Cloud Engineer,pivot_t1
0230ca99,Diploma,6,"sketch, adobe xd, figma, prototyping, wireframing",product strategy,Meta Front-End Developer,university,7,design,UI/UX Designer,natural
725ec967,BTech,5,"python, tableau, sql, agile, excel",product strategy,Scrum Master,bootcamp,6,business,Business Analyst,pivot_t1
0ae19c0a,BCA,3,"html, react, webpack, javascript, sass",ux research,None,university,5,web,Web Developer,natural
30fc617d,BBA,3,"product management, business analysis, roadmapping, agile",product strategy,Scrum Master,university,5,business,Product Manager,natural
64261429,MCA,0,"android, swift, firebase, flutter, adobe xd",mobile development,Apple Swift,bootcamp,3,mobile,Mobile Developer,noise
6adce9ba,MCA,2,"machine learning, pandas, r, statistics",business intelligence,None,workplace,2,data,Data Scientist,natural
4e6f23d8,MBA,9,"jira, roadmapping, product management, business analysis",product strategy,Coursera PM,university,8,business,Product Manager,natural
7ee35487,BTech,1,"sql, excel, pandas",machine learning,IBM Data Analyst,self-taught,1,data,Data Analyst,noise
a9a2831a,BCA,5,"networking, ethical hacking, linux, firewall, python",backend development,CISSP,university,4,security,Cybersecurity Analyst,natural
efd9f0e3,BBA,4,"social media, digital marketing, seo, sql",product strategy,None,university,2,marketing,Digital Marketer,natural
72e09548,MCA,4,"docker, kubernetes, ansible, networking, aws",devops,Google Cloud Professional,university,4,cloud,Cloud Engineer,natural
32e2a0d0,BBA,1,"sql, jira, requirements gathering, business analysis, process mapping",business intelligence,Scrum Master,university,1,business,Business Analyst,natural
07036b9f,BTech,0,"css, sql, next.js, excel",devops,Meta Front-End Developer,university,2,web,Full Stack Developer,noise
28daa20b,Diploma,2,"design systems, user research, figma",frontend development,Interaction Design Foundation,self-taught,5,design,UI/UX Designer,natural
416acffc,BBA,0,"roadmapping, sql, excel, wireframing",business intelligence,Google Cloud Professional,online-course,2,business,Product Manager,pivot_t3
74713f33,MBA,1,"tableau, data analysis, google analytics, css",business intelligence,None,university,3,data,Data Analyst,noise
97ad1e3a,BSc,1,"python, tableau, power bi, reporting, statistics",machine learning,None,university,2,data,Data Analyst,natural
8529bbb4,BCA,0,"react, typescript, figma, html",frontend development,freeCodeCamp,bootcamp,3,web,Web Developer,natural
c57d435a,MBA,3,"firebase, flutter, android, react native, swift",mobile development,None,self-taught,4,mobile,Mobile Developer,pivot_t2
5e44cb0c,Diploma,1,"firebase, swift, react native, javascript, android",frontend development,Google Associate Android,workplace,1,mobile,Mobile Developer,natural
543e99db,BSc,4,"tableau, google analytics, data analysis, python",machine learning,None,online-course,5,data,Data Analyst,natural
e43e0ee2,BSc,6,"jira, agile, user research, excel",product strategy,None,bootcamp,3,business,Product Manager,pivot_t2
1fd3a00e,Diploma,4,"adobe xd, ui/ux, css, user research",frontend development,None,university,5,design,UI/UX Designer,natural
559ec86d,BBA,5,"css, sass, html, next.js, javascript",frontend development,Udemy Web Dev,online-course,6,web,Web Developer,pivot_t1
45552c41,MCA,0,"css, mongodb, nodejs",backend development,Microsoft Power BI,self-taught,2,web,Full Stack Developer,pivot_t3
2b977fc0,MBA,1,"jira, business analysis, requirements gathering",business intelligence,Scrum Master,online-course,2,business,Business Analyst,natural
6d42c9bf,BBA,3,"seo, sql, email marketing, google analytics, digital marketing, copywriting",growth marketing,None,workplace,5,marketing,Digital Marketer,natural
c2cc40fb,MBA,4,"python, process mapping, sql, excel, tableau, agile",business intelligence,Meta Front-End Developer,self-taught,2,business,Business Analyst,pivot_t3
da911ede,BTech,6,"sql, postgresql, java, microservices, nodejs",cloud infrastructure,None,university,5,web,Backend Developer,natural
7e4691cf,BTech,4,"terraform, linux, kubernetes, cloud computing",devops,Google Cloud Professional,online-course,2,cloud,Cloud Engineer,natural
ae157a18,MBA,0,"css, javascript, react, typescript, flutter",frontend development,Meta Front-End Developer,workplace,0,none,Web Developer,noise
63d77095,BTech,6,"ethical hacking, linux, networking, siem, python",cybersecurity,CISSP,online-course,6,security,Cybersecurity Analyst,pivot_t1
126a3f9f,MBA,5,"jira, power bi, product management, agile",growth marketing,PMP,online-course,7,business,Business Analyst,natural
7fd4f343,BBA,3,"business analysis, sql, requirements gathering, python",growth marketing,Scrum Master,university,3,business,Business Analyst,natural
c3e97a8f,BCA,0,"dart, flutter, android, swift, javascript",backend development,None,university,3,mobile,Mobile Developer,natural
347ec76b,BCA,0,"css, linux, javascript, sql, next.js, html",frontend development,AWS Solutions Architect,university,3,web,Full Stack Developer,natural
6b303859,BTech,4,"prometheus, docker, ci/cd, linux",backend development,AWS DevOps,workplace,5,devops,DevOps Engineer,natural
e3e13f7f,BTech,5,"sql, data analysis, excel, tableau, google analytics",business intelligence,IBM Data Analyst,online-course,8,data,Data Analyst,pivot_t1
4e9995c5,MCA,7,"siem, ethical hacking, cybersecurity, firewall, sql",cloud infrastructure,AWS Security,university,5,security,Cybersecurity Analyst,noise
333aab06,BTech,1,"linux, aws, cloud computing",cloud infrastructure,Google Cloud Professional,online-course,0,none,Cloud Engineer,natural
a0b287de,MCA,3,"ansible, bash, cloud computing, azure, aws, linux",devops,Azure Fundamentals,workplace,2,cloud,Cloud Engineer,natural
e074fc6b,Diploma,0,"ui/ux, javascript, design systems, user research, html, css",frontend development,Meta Front-End Developer,online-course,2,design,UI/UX Designer,noise
90736fd3,MCA,5,"sql, machine learning, tableau",data engineering,None,bootcamp,4,data,Data Scientist,natural
4275f013,BTech,2,"cryptography, firewall, networking, linux, cloud computing, cybersecurity",cybersecurity,None,workplace,2,security,Cybersecurity Analyst,natural
a19ce043,BSc,4,"networking, firewall, cybersecurity, cloud computing",cloud infrastructure,None,university,2,security,Cybersecurity Analyst,natural
b6d55f51,BSc,3,"sql, statistics, excel, python, tableau",business intelligence,Tableau Desktop,workplace,5,data,Data Analyst,natural
f8223f1e,BCA,1,"linux, docker, kubernetes, azure, networking, digital marketing",cloud infrastructure,AWS Solutions Architect,bootcamp,3,cloud,Cloud Engineer,noise
e99d97ea,MCA,4,"power bi, email marketing, ads, google analytics, content writing, seo, python",product strategy,HubSpot Marketing,self-taught,4,marketing,Digital Marketer,noise
0d52f6c2,Diploma,3,"business analysis, excel, product management, okrs, sql",growth marketing,None,online-course,4,business,Product Manager,noise
97b2a7ec,MBA,1,"excel, power bi, jira, agile",product strategy,None,self-taught,0,none,Business Analyst,pivot_t3
ad649b26,BSc,7,"tableau, pandas, sql, power bi",business intelligence,None,self-taught,6,data,Data Analyst,pivot_t3
e9745834,BCA,4,"ethical hacking, linux, cybersecurity, networking, cryptography",cybersecurity,None,bootcamp,4,security,Cybersecurity Analyst,pivot_t2
3567ae8e,BCA,2,"linux, aws, google cloud, kubernetes, azure, python",devops,AWS Solutions Architect,online-course,5,cloud,Cloud Engineer,pivot_t2
2ee35f9b,BTech,5,"spark, pytorch, tensorflow, machine learning",devops,Coursera ML,online-course,4,ml,ML Engineer,natural
ebb1bc31,BBA,9,"roadmapping, jira, sql, agile, python",business intelligence,Coursera PM,workplace,7,business,Product Manager,natural
d3bd6fbf,BBA,4,"power bi, excel, tableau, statistics, pandas, data analysis",machine learning,Microsoft Power BI,bootcamp,6,data,Data Analyst,pivot_t1
c8de5e46,Diploma,4,"react, css, next.js, nodejs",frontend development,Meta Front-End Developer,self-taught,4,web,Full Stack Developer,natural
8a316d81,MCA,8,"terraform, docker, kubernetes, cloud computing, python",cloud infrastructure,AWS DevOps,university,8,cloud,Cloud Engineer,natural
cec1fc18,MCA,5,"data analysis, business analysis, statistics, power bi, python, pandas",business intelligence,Google Data Analytics,university,6,data,Data Scientist,natural
180e383b,BSc,1,"tableau, excel, statistics",machine learning,Microsoft Power BI,university,0,none,Data Analyst,natural
c23b0ee2,BBA,3,"digital marketing, sql, social media, seo, content writing, ads",business intelligence,Google Analytics,university,3,marketing,Digital Marketer,natural
5a61d920,Diploma,0,"user research, prototyping, figma",ux research,Meta Front-End Developer,self-taught,3,design,UI/UX Designer,natural
7d7def05,MBA,1,"sql, redis, java, react",backend development,None,bootcamp,2,web,Backend Developer,noise
caff0817,BTech,3,"google cloud, cloud computing, kubernetes, azure, ansible",backend development,None,online-course,3,cloud,Cloud Engineer,natural
7fe26e04,BBA,0,"rest apis, docker, sql, python",cloud infrastructure,AWS Solutions Architect,workplace,0,none,Backend Developer,noise
f74e6e3a,BBA,1,"seo, google analytics, copywriting",business intelligence,HubSpot Marketing,university,2,marketing,Digital Marketer,natural
85847b6d,BBA,1,"sql, excel, requirements gathering, tableau",business intelligence,Scrum Master,online-course,3,business,Business Analyst,natural
e5c5cc35,BCA,0,"dart, rest apis, git, kotlin, javascript",backend development,None,workplace,0,none,Mobile Developer,natural
3063f7f4,MBA,11,"data analysis, product management, jira, okrs, wireframing, ethical hacking",product strategy,Product School PM,self-taught,6,business,Product Manager,noise
06bf5be9,Diploma,5,"javascript, next.js, react, css, figma",mobile development,Google UX Design,bootcamp,6,web,Web Developer,natural
8601f533,MCA,4,"product management, business analysis, excel, user research, python, jira, agile",product strategy,None,online-course,2,business,Product Manager,pivot_t2
05fd8c02,Diploma,0,"next.js, html, css, javascript",mobile development,None,university,1,web,Web Developer,natural
5e203460,BTech,5,"ci/cd, docker, bash, ansible",cloud infrastructure,Azure DevOps,university,5,devops,DevOps Engineer,natural
bd2ba14d,MCA,1,"machine learning, feature engineering, mlflow, tensorflow, python",devops,TensorFlow Developer,university,3,ml,ML Engineer,natural
b29e34f1,BTech,3,"bash, aws, cloud computing, ansible, python",cloud infrastructure,None,bootcamp,3,cloud,Cloud Engineer,noise
33ed9902,BSc,4,"r, tableau, business analysis, data analysis, statistics",machine learning,None,university,5,data,Data Scientist,natural
09f3cc52,MCA,2,"cloud computing, aws, docker, google cloud",devops,None,university,5,cloud,Cloud Engineer,natural
6bc642be,BSc,4,"google analytics, email marketing, digital marketing, ads, content writing, seo",growth marketing,Coursera Marketing,online-course,4,marketing,Digital Marketer,pivot_t1
15e0a66d,BTech,7,"python, excel, business analysis, tableau, jira, sql",growth marketing,None,self-taught,7,business,Business Analyst,pivot_t2
a00ee0ef,MCA,4,"python, pandas, statistics",machine learning,Google Data Analytics,online-course,2,data,Data Scientist,natural
d07b9c5e,BTech,2,"terraform, linux, jenkins, ci/cd",cloud infrastructure,Azure DevOps,university,4,devops,DevOps Engineer,natural
a41c7c60,BBA,5,"sql, python, tableau, excel, process mapping, business analysis",growth marketing,None,university,3,business,Business Analyst,natural
0b97ba7e,BBA,0,"copywriting, seo, ads, digital marketing, google analytics, sql",growth marketing,HubSpot Marketing,online-course,2,marketing,Digital Marketer,natural
7f95b322,MCA,8,"aws, networking, ansible, cloud computing, azure",backend development,AWS Solutions Architect,university,9,cloud,Cloud Engineer,natural
0e82dbae,BSc,4,"data analysis, tableau, business analysis, r, power bi",business intelligence,Microsoft Power BI,self-taught,3,data,Data Analyst,natural
206893b6,MCA,2,"kubernetes, python, aws, ansible, linux",backend development,AWS Solutions Architect,university,3,cloud,Cloud Engineer,natural
8e2c7588,MCA,4,"business analysis, requirements gathering, tableau, excel, jira, sql",product strategy,None,self-taught,4,business,Business Analyst,pivot_t2
5b0454b3,MBA,0,"seo, digital marketing, content writing, copywriting",growth marketing,HubSpot Marketing,university,3,marketing,Digital Marketer,natural
97a10071,BCA,7,"tableau, r, google analytics, sql, digital marketing",data engineering,None,online-course,3,data,Data Analyst,noise
7c2ab769,MBA,6,"jira, agile, roadmapping, business analysis",growth marketing,None,university,3,business,Product Manager,natural
515e3dc4,MBA,6,"excel, seo, sql, google analytics, digital marketing, ads",business intelligence,DeepLearning.AI,bootcamp,6,marketing,Digital Marketer,pivot_t3
46ff5412,BSc,1,"kubernetes, jenkins, docker, ci/cd, prometheus, javascript",devops,None,online-course,2,devops,DevOps Engineer,noise
428639d1,Diploma,2,"product management, wireframing, html, adobe xd",product strategy,Meta Front-End Developer,workplace,3,design,UI/UX Designer,natural
9d826168,MCA,5,"pandas, r, python, statistics",data engineering,DeepLearning.AI,university,3,data,Data Scientist,natural
9ac68597,BBA,4,"agile, jira, business analysis, sql",growth marketing,Udemy Mobile Dev,workplace,2,business,Product Manager,pivot_t3
b9b8814c,Diploma,2,"css, figma, user research, sketch",ux research,Interaction Design Foundation,bootcamp,4,design,UI/UX Designer,natural
9f6b4290,Diploma,9,"react, css, typescript",ux research,None,self-taught,6,web,Web Developer,pivot_t3
5c2ad76f,Diploma,2,"kotlin, firebase, git, javascript, flutter",mobile development,None,online-course,5,mobile,Mobile Developer,natural
936f22ea,BSc,3,"tensorflow, deep learning, kubernetes",devops,AWS ML Specialty,self-taught,4,ml,ML Engineer,natural
09500545,BTech,3,"data analysis, pandas, reporting, excel, sql, python, tableau",machine learning,Google Data Analytics,self-taught,3,data,Data Analyst,pivot_t2
5c2c2ff9,Diploma,3,"adobe xd, design systems, prototyping, product management, ui/ux",product strategy,Interaction Design Foundation,university,4,design,UI/UX Designer,natural
23de0450,BTech,4,"sql, r, data analysis, tableau, power bi, google analytics, business analysis",machine learning,None,workplace,4,data,Data Analyst,pivot_t2
3a0746f0,MBA,2,"siem, python, linux, networking",cloud infrastructure,AWS Security,university,2,security,Cybersecurity Analyst,natural
7ab4a1a2,BSc,2,"penetration testing, ethical hacking, cryptography, networking",backend development,CompTIA Security+,university,3,security,Cybersecurity Analyst,natural
0af29108,BBA,2,"penetration testing, linux, networking, cybersecurity, firewall",backend development,AWS Security,online-course,2,security,Cybersecurity Analyst,natural
82d40c41,BSc,4,"tensorflow, pytorch, docker",machine learning,None,online-course,5,ml,ML Engineer,natural
74c4f9c6,BSc,1,"docker, redis, python, java, ethical hacking",backend development,None,university,2,web,Backend Developer,noise
efc7baff,BBA,2,"java, postgresql, sql, nodejs, rest apis, docker",cloud infrastructure,None,self-taught,4,web,Backend Developer,pivot_t2
6a4b0ec3,BSc,2,"statistics, data analysis, r, tableau, excel",machine learning,None,university,4,data,Data Analyst,natural
6f21d3c8,BBA,3,"jira, sql, requirements gathering, process mapping",product strategy,None,university,5,business,Business Analyst,natural
c6728712,MBA,4,"process mapping, agile, business analysis, requirements gathering, jira",business intelligence,None,online-course,5,business,Business Analyst,pivot_t3
50757fd6,BTech,5,"rest apis, postgresql, nodejs, python, linux",cloud infrastructure,Oracle Java,university,3,web,Backend Developer,natural
02ff0d08,BTech,2,"docker, git, nodejs, java, microservices",backend development,MongoDB Associate,bootcamp,2,web,Backend Developer,pivot_t3
7071f9bc,Diploma,1,"adobe xd, user research, wireframing, css",ux research,Meta Front-End Developer,university,3,design,UI/UX Designer,natural
d34eed9f,BSc,5,"feature engineering, tensorflow, machine learning, react",machine learning,DeepLearning.AI,online-course,4,ml,ML Engineer,noise
762f1228,BTech,3,"kubernetes, tensorflow, deep learning, pytorch",data engineering,None,online-course,4,ml,ML Engineer,natural
dbe36a10,Diploma,1,"figma, html, user research",product strategy,Google UX Design,university,1,design,UI/UX Designer,natural
d51af976,BTech,5,"sql, next.js, react, nodejs",backend development,Udemy Web Dev,workplace,3,web,Full Stack Developer,natural
5c334ef4,MCA,1,"next.js, mongodb, html, css, sql",backend development,None,workplace,1,web,Full Stack Developer,natural
d68941ae,BTech,2,"azure, cloud computing, terraform, docker",cloud infrastructure,Azure Fundamentals,university,2,cloud,Cloud Engineer,natural
4253d571,BBA,5,"redis, rest apis, nodejs, java, docker, linux",backend development,None,online-course,5,web,Backend Developer,pivot_t2
eb0a4a9e,BSc,5,"statistics, python, data analysis, tableau",data engineering,IBM Data Science,workplace,4,data,Data Scientist,natural
53f49d94,MBA,5,"sql, excel, power bi",growth marketing,PMP,university,5,business,Business Analyst,natural
d52c4be3,BTech,1,"azure, networking, bash, aws, google cloud",cloud infrastructure,Google Cloud Professional,university,2,cloud,Cloud Engineer,natural
c64cb070,BTech,3,"redis, sql, java",cloud infrastructure,MongoDB Associate,university,4,web,Backend Developer,natural
f61502f4,BSc,4,"data analysis, power bi, pandas",business intelligence,IBM Data Analyst,workplace,4,data,Data Analyst,natural
e4da0fa1,BCA,0,"postgresql, docker, java, sql",backend development,None,university,3,web,Backend Developer,natural
714a2eb1,BBA,1,"nodejs, react, git, mongodb, javascript, tensorflow",frontend development,Meta Front-End Developer,online-course,3,web,Full Stack Developer,noise
1575b534,BTech,7,"terraform, kubernetes, docker, git, jenkins",cloud infrastructure,Azure DevOps,online-course,5,devops,DevOps Engineer,natural
839ac5e0,Diploma,2,"swift, flutter, firebase, dart",frontend development,Flutter Certified,workplace,2,mobile,Mobile Developer,natural
6e74a0ee,MBA,6,"typescript, linux, nodejs, sql, html, react",backend development,None,online-course,7,web,Full Stack Developer,pivot_t2
aa026780,BCA,3,"dart, javascript, rest apis, pytorch",backend development,None,university,4,mobile,Mobile Developer,noise
4d3a618c,MCA,2,"sql, rest apis, redis",backend development,None,bootcamp,5,web,Backend Developer,noise
5499fe02,BCA,3,"javascript, html, figma, react",frontend development,Meta Front-End Developer,university,4,web,Web Developer,natural
a3658d95,BBA,2,"sketch, ui/ux, javascript, adobe xd, css",ux research,Google UX Design,university,4,design,UI/UX Designer,noise
2a21b870,BTech,4,"kubernetes, ansible, ci/cd, terraform, python",devops,None,university,2,devops,DevOps Engineer,natural
e2d914e4,BBA,7,"digital marketing, content writing, copywriting, email marketing",growth marketing,Google Analytics,online-course,7,marketing,Digital Marketer,natural
